,Genus,Species,Source_class,GCF_id,Variants,Total variants,Total strains,Variant %
670,Pediococcus,Pediococcus_acidilactici,Lab culture,1,1791,485744,193,0.37
671,Pediococcus,Pediococcus_acidilactici,Meat & meat products,2,2388,485744,193,0.49
672,Pediococcus,Pediococcus_acidilactici,Medical device,1,1525,485744,193,0.31
673,Pediococcus,Pediococcus_acidilactici,Milk,6,7664,485744,193,1.58
674,Pediococcus,Pediococcus_acidilactici,Other food,9,9471,485744,193,1.95
675,Pediococcus,Pediococcus_acidilactici,Seeds,2,2128,485744,193,0.44
676,Pediococcus,Pediococcus_acidilactici,Soil,4,5711,485744,193,1.18
677,Pediococcus,Pediococcus_acidilactici,Tea,1,2409,485744,193,0.5
678,Pediococcus,Pediococcus_acidilactici,Unknown,81,105871,485744,193,21.8
679,Pediococcus,Pediococcus_acidilactici,Urine,1,1723,485744,193,0.35
680,Pediococcus,Pediococcus_acidilactici,Vagina,2,3924,485744,193,0.81
681,Pediococcus,Pediococcus_acidilactici,Whey,1,1567,485744,193,0.32
682,Pediococcus,Pediococcus_pentosaceus,Alcoholic drink,43,33903,219866,76,15.42
683,Pediococcus,Pediococcus_pentosaceus,Animals,1,1077,219866,76,0.49
684,Pediococcus,Pediococcus_pentosaceus,Cereal,1,1096,219866,76,0.5
685,Pediococcus,Pediococcus_pentosaceus,Cheese,17,22959,219866,76,10.44
686,Pediococcus,Pediococcus_pentosaceus,Cheese containers,1,2034,219866,76,0.93
687,Pediococcus,Pediococcus_pentosaceus,Dairy products,1,1090,219866,76,0.5
688,Pediococcus,Pediococcus_pentosaceus,Dietary supplements,1,2183,219866,76,0.99
689,Pediococcus,Pediococcus_pentosaceus,Environmental material,1,1085,219866,76,0.49
690,Pediococcus,Pediococcus_pentosaceus,Feces,15,20894,219866,76,9.5
691,Pediococcus,Pediococcus_pentosaceus,Fermented food,13,14219,219866,76,6.47
692,Pediococcus,Pediococcus_pentosaceus,Fermented milk,1,1257,219866,76,0.57
693,Pediococcus,Pediococcus_pentosaceus,Fish,1,1140,219866,76,0.52
694,Pediococcus,Pediococcus_pentosaceus,Fodder,1,1102,219866,76,0.5
695,Pediococcus,Pediococcus_pentosaceus,Fruit juice,1,828,219866,76,0.38
696,Pediococcus,Pediococcus_pentosaceus,Human,2,3321,219866,76,1.51
697,Pediococcus,Pediococcus_pentosaceus,Human gut,4,5403,219866,76,2.46
698,Pediococcus,Pediococcus_pentosaceus,Lab culture,1,1791,219866,76,0.81
699,Pediococcus,Pediococcus_pentosaceus,Meat & meat products,1,1257,219866,76,0.57
700,Pediococcus,Pediococcus_pentosaceus,Medical device,1,1525,219866,76,0.69
701,Pediococcus,Pediococcus_pentosaceus,Milk,6,7664,219866,76,3.49
702,Pediococcus,Pediococcus_pentosaceus,Other food,1,1226,219866,76,0.56
703,Pediococcus,Pediococcus_pentosaceus,Seeds,2,2128,219866,76,0.97
704,Pediococcus,Pediococcus_pentosaceus,Soil,1,1185,219866,76,0.54
705,Pediococcus,Pediococcus_pentosaceus,Tea,1,2409,219866,76,1.1
706,Pediococcus,Pediococcus_pentosaceus,Unknown,62,79876,219866,76,36.33
707,Pediococcus,Pediococcus_pentosaceus,Urine,1,1723,219866,76,0.78
708,Pediococcus,Pediococcus_pentosaceus,Vagina,2,3924,219866,76,1.78
709,Pediococcus,Pediococcus_pentosaceus,Whey,1,1567,219866,76,0.71
710,Weissella,Weissella_cibaria,Animal organs,1,1462,442077,57,0.33
711,Weissella,Weissella_cibaria,Bakery products,2,5102,442077,57,1.15
712,Weissella,Weissella_cibaria,Blood,19,39599,442077,57,8.96
713,Weissella,Weissella_cibaria,Cheese,5,9480,442077,57,2.14
714,Weissella,Weissella_cibaria,Dairy products,7,11714,442077,57,2.65
715,Weissella,Weissella_cibaria,Dietary supplements,10,17659,442077,57,3.99
716,Weissella,Weissella_cibaria,Feces,49,88788,442077,57,20.08
717,Weissella,Weissella_cibaria,Fermented food,23,47181,442077,57,10.67
718,Weissella,Weissella_cibaria,Fermented milk,7,12168,442077,57,2.75
719,Weissella,Weissella_cibaria,Fodder,2,3009,442077,57,0.68
720,Weissella,Weissella_cibaria,Human,9,17691,442077,57,4.0
721,Weissella,Weissella_cibaria,Human gut,16,29257,442077,57,6.62
722,Weissella,Weissella_cibaria,Insects,1,1577,442077,57,0.36
723,Weissella,Weissella_cibaria,Medical device,2,4729,442077,57,1.07
724,Weissella,Weissella_cibaria,Medical procedure,4,7154,442077,57,1.62
725,Weissella,Weissella_cibaria,Milk,3,5832,442077,57,1.32
726,Weissella,Weissella_cibaria,Non-alcoholic drink,1,1381,442077,57,0.31
727,Weissella,Weissella_cibaria,Oral cavity,8,12386,442077,57,2.8
728,Weissella,Weissella_cibaria,Other food,1,1581,442077,57,0.36
729,Weissella,Weissella_cibaria,Plants,1,1324,442077,57,0.3
730,Weissella,Weissella_cibaria,Probiotics,7,15331,442077,57,3.47
731,Weissella,Weissella_cibaria,Starter culture,1,2221,442077,57,0.5
732,Weissella,Weissella_cibaria,Unknown,47,87005,442077,57,19.68
733,Weissella,Weissella_cibaria,Vagina,6,9980,442077,57,2.26
734,Weissella,Weissella_cibaria,Vegetables,3,3888,442077,57,0.88
735,Weissella,Weissella_cibaria,Yoghurt,2,4578,442077,57,1.04
736,Weissella,Weissella_confusa,Alcoholic drink,6,13536,1326272,72,1.02
737,Weissella,Weissella_confusa,Animal,7,21863,1326272,72,1.65
738,Weissella,Weissella_confusa,Animal gut,6,19154,1326272,72,1.44
739,Weissella,Weissella_confusa,Apple dumpster,1,969,1326272,72,0.07
740,Weissella,Weissella_confusa,Bakery products,19,39100,1326272,72,2.95
741,Weissella,Weissella_confusa,Biofilm,5,13534,1326272,72,1.02
742,Weissella,Weissella_confusa,Blood,8,15415,1326272,72,1.16
743,Weissella,Weissella_confusa,Cereal,2,3284,1326272,72,0.25
744,Weissella,Weissella_confusa,Cheese,43,51951,1326272,72,3.92
745,Weissella,Weissella_confusa,Commercial products,1,857,1326272,72,0.06
746,Weissella,Weissella_confusa,Congee,1,952,1326272,72,0.07
747,Weissella,Weissella_confusa,Dairy products,12,18575,1326272,72,1.4
748,Weissella,Weissella_confusa,Dietary supplements,12,14350,1326272,72,1.08
749,Weissella,Weissella_confusa,Environment,6,14824,1326272,72,1.12
750,Weissella,Weissella_confusa,Feces,74,125030,1326272,72,9.43
751,Weissella,Weissella_confusa,Fermented food,71,142981,1326272,72,10.78
752,Weissella,Weissella_confusa,Fermented milk,12,14916,1326272,72,1.12
753,Weissella,Weissella_confusa,Fish,1,1560,1326272,72,0.12
754,Weissella,Weissella_confusa,Fish gut,1,838,1326272,72,0.06
755,Weissella,Weissella_confusa,Fodder,3,4512,1326272,72,0.34
756,Weissella,Weissella_confusa,Fruits,1,1015,1326272,72,0.08
757,Weissella,Weissella_confusa,Human,51,102573,1326272,72,7.73
758,Weissella,Weissella_confusa,Human gut,29,61236,1326272,72,4.62
759,Weissella,Weissella_confusa,Industry,4,5441,1326272,72,0.41
760,Weissella,Weissella_confusa,Kitchen E,1,957,1326272,72,0.07
761,Weissella,Weissella_confusa,Lab culture,1,853,1326272,72,0.06
762,Weissella,Weissella_confusa,Meat & meat products,7,8174,1326272,72,0.62
763,Weissella,Weissella_confusa,Medical procedure,1,1791,1326272,72,0.14
764,Weissella,Weissella_confusa,Milk,17,22975,1326272,72,1.73
765,Weissella,Weissella_confusa,Milk products,2,3570,1326272,72,0.27
766,Weissella,Weissella_confusa,Oral cavity,10,16371,1326272,72,1.23
767,Weissella,Weissella_confusa,Other food,10,13507,1326272,72,1.02
768,Weissella,Weissella_confusa,Pickles,2,7502,1326272,72,0.57
769,Weissella,Weissella_confusa,Plants,4,5285,1326272,72,0.4
770,Weissella,Weissella_confusa,Probiotics,3,4176,1326272,72,0.31
771,Weissella,Weissella_confusa,Soil,1,2517,1326272,72,0.19
772,Weissella,Weissella_confusa,Starter culture,9,19125,1326272,72,1.44
773,Weissella,Weissella_confusa,Unknown,274,480281,1326272,72,36.21
774,Weissella,Weissella_confusa,Urine,3,6124,1326272,72,0.46
775,Weissella,Weissella_confusa,Vagina,18,35937,1326272,72,2.71
776,Weissella,Weissella_confusa,Vegetables,3,5413,1326272,72,0.41
777,Weissella,Weissella_confusa,Yoghurt,2,3248,1326272,72,0.24
